y,z,b
-93.176,-128.215,-109474
-93.203,-130.87,-109476
-93.231,-133.634,-109478
-93.259,-136.462,-109480
-93.287,-139.267,-109482
-93.315,-142.054,-109484
-93.342,-144.776,-109486
-93.37,-147.346,-109488
-93.398,-149.659,-109490
-93.426,-151.694,-109492
-93.453,-153.51,-109494
-93.481,-155.076,-109496
-93.509,-156.318,-109498
-93.537,-157.186,-109500
-93.565,-157.606,-109502
-93.592,-157.719,-109504
-93.62,-157.589,-109506
-93.648,-157.215,-109508
-93.676,-156.735,-109510
-93.703,-156.139,-109512
-93.731,-155.348,-109514
-93.759,-154.453,-109516
-93.787,-153.491,-109518
-93.815,-152.418,-109520
-93.842,-151.317,-109522
-93.87,-150.249,-109524
-93.898,-149.227,-109526
-93.926,-148.334,-109528
-93.953,-147.593,-109530
-93.981,-146.843,-109532
-94.009,-146.123,-109534
-94.037,-145.54,-109536
-94.065,-145.522,-109538
-94.092,-145.794,-109540
-94.12,-146.279,-109542
-94.148,-147.025,-109544
-94.176,-147.971,-109546
-94.203,-149.019,-109548
-94.231,-150.018,-109550
-94.259,-150.897,-109552
-94.287,-151.642,-109554
-94.315,-152.282,-109556
-94.342,-152.783,-109558
-94.37,-153.107,-109560
-94.398,-153.27,-109562
-94.426,-153.278,-109564
-94.453,-153.114,-109566
-94.481,-152.714,-109568
-94.509,-152.195,-109570
-94.537,-151.579,-109572
-94.565,-150.867,-109574
-94.592,-150.05,-109576
-94.62,-149.134,-109578
-94.648,-148.157,-109580
-94.676,-147.142,-109582
-94.703,-146.1,-109584
-94.731,-145.043,-109586
-94.759,-143.92,-109588
-94.787,-142.701,-109590
-94.815,-141.434,-109592
-94.842,-140.141,-109594
-94.87,-138.808,-109596
-94.898,-137.423,-109598
-94.926,-135.981,-109600
-94.953,-134.48,-109602
-94.981,-132.927,-109604
-95.009,-131.268,-109606
-95.037,-129.403,-109608
-95.065,-127.342,-109610
-95.092,-125.055,-109612
-95.12,-122.403,-109614
-95.148,-119.295,-109616
-95.176,-115.679,-109618
-95.203,-111.387,-109620
-95.231,-106.156,-109622
-95.259,-99.972,-109624
-95.287,-94.244,-109626
-95.315,-91.448,-109628
-95.342,-91.77,-109630
-95.37,-92.362,-109632
-95.398,-93.05,-109634
-95.426,-93.832,-109636
-95.453,-94.66,-109638
-95.481,-95.594,-109640
-95.509,-96.701,-109642
-95.537,-97.926,-109644
-95.565,-99.287,-109646
-95.592,-100.748,-109648
-95.62,-102.211,-109650
-95.648,-103.8,-109652
-95.676,-105.528,-109654
-95.703,-107.344,-109656
-95.731,-109.23,-109658
-95.759,-111.2,-109660
-95.787,-113.267,-109662
-95.815,-115.316,-109664
-95.842,-117.35,-109666
-95.87,-119.511,-109668
-95.898,-121.692,-109670
-95.926,-123.85,-109672
-95.953,-125.94,-109674
-95.981,-127.974,-109676
-96.009,-129.932,-109678
-96.037,-131.739,-109680
-96.065,-133.4,-109682
-96.092,-134.925,-109684
-96.12,-136.295,-109686
-96.148,-137.525,-109688
-96.176,-138.656,-109690
-96.203,-139.635,-109692
-96.231,-140.452,-109694
-96.259,-141.335,-109696
-96.287,-142.306,-109698
-96.315,-143.289,-109700
-96.342,-144.199,-109702
-96.37,-145.136,-109704
-96.398,-146.178,-109706
-96.426,-147.08,-109708
-96.453,-147.841,-109710
-96.481,-148.583,-109712
-96.509,-149.461,-109714
-96.537,-150.467,-109716
-96.565,-151.528,-109718
-96.592,-152.594,-109720
-96.62,-153.627,-109722
-96.648,-154.602,-109724
-96.676,-155.513,-109726
-96.703,-156.295,-109728
-96.731,-156.879,-109730
-96.759,-157.374,-109732
-96.787,-157.781,-109734
-96.815,-157.916,-109736
-96.842,-157.804,-109738
-96.87,-157.387,-109740
-96.898,-156.534,-109742
-96.926,-155.299,-109744
-96.953,-153.731,-109746
-96.981,-151.902,-109748
-97.009,-149.853,-109750
-97.037,-147.551,-109752
-97.065,-144.998,-109754
-97.092,-142.241,-109756
-97.12,-139.421,-109758
-97.148,-136.612,-109760
-97.176,-133.787,-109762
-97.203,-131.032,-109764
-97.231,-128.374,-109766
-97.259,-125.823,-109768
-97.287,-123.363,-109770
-97.315,-120.979,-109772
-97.342,-118.746,-109774
-97.37,-116.633,-109776
-97.398,-114.664,-109778
-97.426,-112.915,-109780
-97.453,-111.33,-109782
-97.481,-109.897,-109784
-97.509,-108.634,-109786
-97.537,-107.494,-109788
-97.565,-106.523,-109790
-97.592,-105.775,-109792
-97.62,-105.195,-109794
-97.648,-104.759,-109796
-97.676,-104.418,-109798
-97.703,-104.197,-109800
-97.731,-104.411,-109802
-97.759,-104.746,-109804
-97.787,-105.177,-109806
-97.815,-105.749,-109808
-97.842,-106.49,-109810
-97.87,-107.458,-109812
-97.898,-108.597,-109814
-97.926,-109.863,-109816
-97.953,-111.299,-109818
-97.981,-112.888,-109820
-98.009,-114.639,-109822
-98.037,-116.617,-109824
-98.065,-118.735,-109826
-98.092,-120.977,-109828
-98.12,-123.365,-109830
-98.148,-125.838,-109832
-98.176,-128.4,-109834
-98.203,-131.066,-109836
-98.231,-133.824,-109838
-98.259,-136.648,-109840
-98.287,-139.461,-109842
-98.315,-142.29,-109844
-98.342,-145.067,-109846
-98.37,-147.618,-109848
-98.398,-149.918,-109850
-98.426,-151.977,-109852
-98.453,-153.818,-109854
-98.481,-155.39,-109856
-98.509,-156.622,-109858
-98.537,-157.472,-109860
-98.565,-157.876,-109862
-98.592,-157.986,-109864
-98.62,-157.858,-109866
-98.648,-157.451,-109868
-98.676,-156.962,-109870
-98.703,-156.399,-109872
-98.731,-155.617,-109874
-98.759,-154.706,-109876
-98.787,-153.734,-109878
-98.815,-152.73,-109880
-98.842,-151.694,-109882
-98.87,-150.642,-109884
-98.898,-149.64,-109886
-98.926,-148.777,-109888
-98.953,-148.043,-109890
-98.981,-147.309,-109892
-99.009,-146.616,-109894
-99.037,-146.085,-109896
-99.065,-146.159,-109898
-99.092,-146.538,-109900
-99.12,-147.115,-109902
-99.148,-147.87,-109904
-99.176,-148.782,-109906
-99.203,-149.766,-109908
-99.231,-150.674,-109910
-99.259,-151.43,-109912
-99.287,-152.043,-109914
-99.315,-152.584,-109916
-99.342,-152.962,-109918
-99.37,-153.162,-109920
-99.398,-153.172,-109922
-99.426,-153.008,-109924
-99.453,-152.671,-109926
-99.481,-152.187,-109928
-99.509,-151.556,-109930
-99.537,-150.78,-109932
-99.565,-149.888,-109934
-99.592,-148.919,-109936
-99.62,-147.869,-109938
-99.648,-146.748,-109940
-99.676,-145.58,-109942
-99.703,-144.389,-109944
-99.731,-143.184,-109946
-99.759,-141.951,-109948
-99.787,-140.665,-109950
-99.815,-139.344,-109952
-99.842,-138.003,-109954
-99.87,-136.626,-109956
-99.898,-135.199,-109958
-99.926,-133.722,-109960
-99.953,-132.192,-109962
-99.981,-130.598,-109964
-100.009,-128.901,-109966
-100.037,-127.013,-109968
-100.065,-124.917,-109970
-100.092,-122.631,-109972
-100.12,-119.943,-109974
-100.148,-116.783,-109976
-100.176,-113.047,-109978
-100.203,-108.722,-109980
-100.231,-103.473,-109982
-100.259,-97.497,-109984
-100.287,-92.269,-109986
-100.315,-90.096,-109988
-100.342,-90.413,-109990
-100.37,-90.998,-109992
-100.398,-91.672,-109994
-100.426,-92.409,-109996
-100.453,-93.279,-109998
-100.481,-94.265,-110000
-100.509,-95.35,-110002
-100.537,-96.552,-110004
-100.565,-97.895,-110006
-100.592,-99.36,-110008
-100.62,-100.84,-110010
-100.648,-102.432,-110012
-100.676,-104.164,-110014
-100.703,-106.024,-110016
-100.731,-107.951,-110018
-100.759,-109.944,-110020
-100.787,-112.031,-110022
-100.815,-114.147,-110024
-100.842,-116.299,-110026
-100.87,-118.585,-110028
-100.898,-120.882,-110030
-100.926,-123.163,-110032
-100.953,-125.409,-110034
-100.981,-127.571,-110036
-101.009,-129.619,-110038
-101.037,-131.576,-110040
-101.065,-133.375,-110042
-101.092,-135.019,-110044
-101.12,-136.503,-110046
-101.148,-137.851,-110048
-101.176,-139.101,-110050
-101.203,-140.161,-110052
-101.231,-141.023,-110054
-101.259,-141.915,-110056
-101.287,-142.863,-110058
-101.315,-143.811,-110060
-101.342,-144.738,-110062
-101.37,-145.696,-110064
-101.398,-146.69,-110066
-101.426,-147.541,-110068
-101.453,-148.252,-110070
-101.481,-148.95,-110072
-101.509,-149.807,-110074
-101.537,-150.811,-110076
-101.565,-151.868,-110078
-101.592,-152.899,-110080
-101.62,-153.888,-110082
-101.648,-154.848,-110084
-101.676,-155.754,-110086
-101.703,-156.539,-110088
-101.731,-157.089,-110090
-101.759,-157.562,-110092
-101.787,-157.949,-110094
-101.815,-158.072,-110096
-101.842,-157.982,-110098
-101.87,-157.622,-110100
-101.898,-156.775,-110102
-101.926,-155.547,-110104
-101.953,-153.977,-110106
-101.981,-152.131,-110108
-102.009,-150.065,-110110
-102.037,-147.771,-110112
-102.065,-145.237,-110114
-102.092,-142.403,-110116
-102.12,-139.552,-110118
-102.148,-136.75,-110120
-102.176,-133.927,-110122
-102.203,-131.16,-110124
-102.231,-128.452,-110126
-102.259,-125.83,-110128
-102.287,-123.321,-110130
-102.315,-120.93,-110132
-102.342,-118.628,-110134
-102.37,-116.446,-110136
-102.398,-114.411,-110138
-102.426,-112.628,-110140
-102.453,-110.986,-110142
-102.481,-109.475,-110144
-102.509,-108.119,-110146
-102.537,-106.924,-110148
-102.565,-105.922,-110150
-102.592,-105.137,-110152
-102.62,-104.538,-110154
-102.648,-104.105,-110156
-102.676,-103.759,-110158
-102.703,-103.515,-110160
-102.731,-103.752,-110162
-102.759,-104.09,-110164
-102.787,-104.514,-110166
-102.815,-105.107,-110168
-102.842,-105.884,-110170
-102.87,-106.882,-110172
-102.898,-108.077,-110174
-102.926,-109.434,-110176
-102.953,-110.946,-110178
-102.981,-112.591,-110180
-103.009,-114.375,-110182
-103.037,-116.413,-110184
-103.065,-118.599,-110186
-103.092,-120.908,-110188
-103.12,-123.301,-110190
-103.148,-125.819,-110192
-103.176,-128.454,-110194
-103.203,-131.168,-110196
-103.231,-133.941,-110198
-103.259,-136.766,-110200
-103.287,-139.568,-110202
-103.315,-142.427,-110204
-103.342,-145.271,-110206
-103.37,-147.814,-110208
-103.398,-150.118,-110210
-103.426,-152.188,-110212
-103.453,-154.031,-110214
-103.481,-155.603,-110216
-103.509,-156.843,-110218
-103.537,-157.7,-110220
-103.565,-158.068,-110222
-103.592,-158.156,-110224
-103.62,-158.02,-110226
-103.648,-157.639,-110228
-103.676,-157.171,-110230
-103.703,-156.623,-110232
-103.731,-155.841,-110234
-103.759,-154.942,-110236
-103.787,-153.997,-110238
-103.815,-153.029,-110240
-103.842,-152.013,-110242
-103.87,-150.956,-110244
-103.898,-149.96,-110246
-103.926,-149.129,-110248
-103.953,-148.477,-110250
-103.981,-147.806,-110252
-104.009,-147.174,-110254
-104.037,-146.721,-110256
-104.065,-146.832,-110258
-104.092,-147.279,-110260
-104.12,-147.932,-110262
-104.148,-148.671,-110264
-104.176,-149.522,-110266
-104.203,-150.415,-110268
-104.231,-151.222,-110270
-104.259,-151.856,-110272
-104.287,-152.34,-110274
-104.315,-152.723,-110276
-104.342,-152.931,-110278
-104.37,-152.961,-110280
-104.398,-152.823,-110282
-104.426,-152.5,-110284
-104.453,-152.021,-110286
-104.481,-151.36,-110288
-104.509,-150.544,-110290
-104.537,-149.627,-110292
-104.565,-148.609,-110294
-104.592,-147.503,-110296
-104.62,-146.326,-110298
-104.648,-145.059,-110300
-104.676,-143.73,-110302
-104.703,-142.395,-110304
-104.731,-141.09,-110306
-104.759,-139.766,-110308
-104.787,-138.397,-110310
-104.815,-136.996,-110312
-104.842,-135.564,-110314
-104.87,-134.09,-110316
-104.898,-132.57,-110318
-104.926,-131.019,-110320
-104.953,-129.442,-110322
-104.981,-127.819,-110324
-105.009,-126.091,-110326
-105.037,-124.187,-110328
-105.065,-122.087,-110330
-105.092,-119.766,-110332
-105.12,-116.984,-110334
-105.148,-113.706,-110336
-105.176,-109.855,-110338
-105.203,-105.381,-110340
-105.231,-100.105,-110342
-105.259,-94.342,-110344
-105.287,-89.869,-110346
-105.315,-88.659,-110348
-105.342,-89.031,-110350
-105.37,-89.583,-110352
-105.398,-90.208,-110354
-105.426,-90.921,-110356
-105.453,-91.832,-110358
-105.481,-92.843,-110360
-105.509,-93.906,-110362
-105.537,-95.099,-110364
-105.565,-96.421,-110366
-105.592,-97.832,-110368
-105.62,-99.312,-110370
-105.648,-100.905,-110372
-105.676,-102.645,-110374
-105.703,-104.567,-110376
-105.731,-106.576,-110378
-105.759,-108.65,-110380
-105.787,-110.779,-110382
-105.815,-112.956,-110384
-105.842,-115.215,-110386
-105.87,-117.608,-110388
-105.898,-120.008,-110390
-105.926,-122.392,-110392
-105.953,-124.768,-110394
-105.981,-127.098,-110396
-106.009,-129.342,-110398
-106.037,-131.411,-110400
-106.065,-133.343,-110402
-106.092,-135.135,-110404
-106.12,-136.754,-110406
-106.148,-138.219,-110408
-106.176,-139.557,-110410
-106.203,-140.686,-110412
-106.231,-141.615,-110414
-106.259,-142.561,-110416
-106.287,-143.527,-110418
-106.315,-144.46,-110420
-106.342,-145.394,-110422
-106.37,-146.348,-110424
-106.398,-147.284,-110426
-106.426,-148.066,-110428
-106.453,-148.703,-110430
-106.481,-149.332,-110432
-106.509,-150.132,-110434
-106.537,-151.109,-110436
-106.565,-152.174,-110438
-106.592,-153.182,-110440
-106.62,-154.126,-110442
-106.648,-155.065,-110444
-106.676,-155.964,-110446
-106.703,-156.75,-110448
-106.731,-157.307,-110450
-106.759,-157.766,-110452
-106.787,-158.127,-110454
-106.815,-158.3,-110456
-106.842,-158.225,-110458
-106.87,-157.844,-110460
-106.898,-156.962,-110462
-106.926,-155.701,-110464
-106.953,-154.122,-110466
-106.981,-152.284,-110468
-107.009,-150.217,-110470
-107.037,-147.895,-110472
-107.065,-145.315,-110474
-107.092,-142.444,-110476
-107.12,-139.591,-110478
-107.148,-136.795,-110480
-107.176,-133.928,-110482
-107.203,-131.125,-110484
-107.231,-128.398,-110486
-107.259,-125.712,-110488
-107.287,-123.143,-110490
-107.315,-120.709,-110492
-107.342,-118.348,-110494
-107.37,-116.122,-110496
-107.398,-114.071,-110498
-107.426,-112.217,-110500
-107.453,-110.533,-110502
-107.481,-108.995,-110504
-107.509,-107.558,-110506
-107.537,-106.312,-110508
-107.565,-105.254,-110510
-107.592,-104.404,-110512
-107.62,-103.802,-110514
-107.648,-103.372,-110516
-107.676,-103.019,-110518
-107.703,-102.774,-110520
-107.731,-103.011,-110522
-107.759,-103.356,-110524
-107.787,-103.776,-110526
-107.815,-104.37,-110528
-107.842,-105.216,-110530
-107.87,-106.27,-110532
-107.898,-107.511,-110534
-107.926,-108.948,-110536
-107.953,-110.484,-110538
-107.981,-112.168,-110540
-108.009,-114.02,-110542
-108.037,-116.074,-110544
-108.065,-118.3,-110546
-108.092,-120.671,-110548
-108.12,-123.104,-110550
-108.148,-125.678,-110552
-108.176,-128.371,-110554
-108.203,-131.1,-110556
-108.231,-133.912,-110558
-108.259,-136.784,-110560
-108.287,-139.592,-110562
-108.315,-142.453,-110564
-108.342,-145.312,-110566
-108.37,-147.898,-110568
-108.398,-150.227,-110570
-108.426,-152.3,-110572
-108.453,-154.141,-110574
-108.481,-155.724,-110576
-108.509,-156.991,-110578
-108.537,-157.88,-110580
-108.565,-158.269,-110582
-108.592,-158.339,-110584
-108.62,-158.157,-110586
-108.648,-157.801,-110588
-108.676,-157.355,-110590
-108.703,-156.801,-110592
-108.731,-156.023,-110594
-108.759,-155.135,-110596
-108.787,-154.203,-110598
-108.815,-153.268,-110600
-108.842,-152.284,-110602
-108.87,-151.247,-110604
-108.898,-150.284,-110606
-108.926,-149.507,-110608
-108.953,-148.921,-110610
-108.981,-148.351,-110612
-109.009,-147.805,-110614
-109.037,-147.379,-110616
-109.065,-147.475,-110618
-109.092,-147.918,-110620
-109.12,-148.568,-110622
-109.148,-149.289,-110624
-109.176,-150.082,-110626
-109.203,-150.88,-110628
-109.231,-151.599,-110630
-109.259,-152.142,-110632
-109.287,-152.501,-110634
-109.315,-152.735,-110636
-109.342,-152.761,-110638
-109.37,-152.596,-110640
-109.398,-152.279,-110642
-109.426,-151.808,-110644
-109.453,-151.168,-110646
-109.481,-150.303,-110648
-109.509,-149.336,-110650
-109.537,-148.253,-110652
-109.565,-147.071,-110654
-109.592,-145.802,-110656
-109.62,-144.451,-110658
-109.648,-143.046,-110660
-109.676,-141.617,-110662
-109.703,-140.173,-110664
-109.731,-138.733,-110666
-109.759,-137.289,-110668
-109.787,-135.822,-110670
-109.815,-134.321,-110672
-109.842,-132.778,-110674
-109.87,-131.187,-110676
-109.898,-129.558,-110678
-109.926,-127.919,-110680
-109.953,-126.286,-110682
-109.981,-124.616,-110684
-110.009,-122.836,-110686
-110.037,-120.89,-110688
-110.065,-118.753,-110690
-110.092,-116.352,-110692
-110.12,-113.443,-110694
-110.148,-110.018,-110696
-110.176,-106.034,-110698
-110.203,-101.366,-110700
-110.231,-96.083,-110702
-110.259,-90.781,-110704
-110.287,-87.457,-110706
-110.315,-87.179,-110708
-110.342,-87.532,-110710
-110.37,-88.067,-110712
-110.398,-88.717,-110714
-110.426,-89.436,-110716
-110.453,-90.266,-110718
-110.481,-91.215,-110720
-110.509,-92.275,-110722
-110.537,-93.478,-110724
-110.565,-94.811,-110726
-110.592,-96.253,-110728
-110.62,-97.729,-110730
-110.648,-99.325,-110732
-110.676,-101.085,-110734
-110.703,-103.071,-110736
-110.731,-105.124,-110738
-110.759,-107.238,-110740
-110.787,-109.418,-110742
-110.815,-111.683,-110744
-110.842,-114.055,-110746
-110.87,-116.532,-110748
-110.898,-119.045,-110750
-110.926,-121.57,-110752
-110.953,-124.082,-110754
-110.981,-126.571,-110756
-111.009,-128.978,-110758
-111.037,-131.137,-110760
-111.065,-133.216,-110762
-111.092,-135.195,-110764
-111.12,-136.958,-110766
-111.148,-138.533,-110768
-111.176,-139.947,-110770
-111.203,-141.162,-110772
-111.231,-142.193,-110774
-111.259,-143.19,-110776
-111.287,-144.17,-110778
-111.315,-145.101,-110780
-111.342,-146.033,-110782
-111.37,-146.981,-110784
-111.398,-147.891,-110786
-111.426,-148.597,-110788
-111.453,-149.123,-110790
-111.481,-149.681,-110792
-111.509,-150.451,-110794
-111.537,-151.39,-110796
-111.565,-152.374,-110798
-111.592,-153.336,-110800
-111.62,-154.276,-110802
-111.648,-155.21,-110804
-111.676,-156.082,-110806
-111.703,-156.836,-110808
-111.731,-157.385,-110810
-111.759,-157.82,-110812
-111.787,-158.148,-110814
-111.815,-158.347,-110816
-111.842,-158.277,-110818
-111.87,-157.868,-110820
-111.898,-156.992,-110822
-111.926,-155.741,-110824
-111.953,-154.166,-110826
-111.981,-152.312,-110828
-112.009,-150.207,-110830
-112.037,-147.85,-110832
-112.065,-145.261,-110834
-112.092,-142.453,-110836
-112.12,-139.577,-110838
-112.148,-136.684,-110840
-112.176,-133.79,-110842
-112.203,-130.959,-110844
-112.231,-128.19,-110846
-112.259,-125.479,-110848
-112.287,-122.869,-110850
-112.315,-120.373,-110852
-112.342,-117.987,-110854
-112.37,-115.706,-110856
-112.398,-113.581,-110858
-112.426,-111.699,-110860
-112.453,-109.981,-110862
-112.481,-108.411,-110864
-112.509,-106.936,-110866
-112.537,-105.625,-110868
-112.565,-104.497,-110870
-112.592,-103.609,-110872
-112.62,-102.994,-110874
-112.648,-102.536,-110876
-112.676,-102.162,-110878
-112.703,-101.922,-110880
-112.731,-102.152,-110882
-112.759,-102.518,-110884
-112.787,-102.967,-110886
-112.815,-103.573,-110888
-112.842,-104.453,-110890
-112.87,-105.576,-110892
-112.898,-106.884,-110894
-112.926,-108.353,-110896
-112.953,-109.92,-110898
-112.981,-111.634,-110900
-113.009,-113.512,-110902
-113.037,-115.643,-110904
-113.065,-117.925,-110906
-113.092,-120.31,-110908
-113.12,-122.814,-110910
-113.148,-125.425,-110912
-113.176,-128.134,-110914
-113.203,-130.911,-110916
-113.231,-133.748,-110918
-113.259,-136.635,-110920
-113.287,-139.539,-110922
-113.315,-142.425,-110924
-113.342,-145.23,-110926
-113.37,-147.818,-110928
-113.398,-150.18,-110930
-113.426,-152.299,-110932
-113.453,-154.16,-110934
-113.481,-155.732,-110936
-113.509,-156.975,-110938
-113.537,-157.84,-110940
-113.565,-158.253,-110942
-113.592,-158.322,-110944
-113.62,-158.128,-110946
-113.648,-157.818,-110948
-113.676,-157.397,-110950
-113.703,-156.845,-110952
-113.731,-156.099,-110954
-113.759,-155.235,-110956
-113.787,-154.308,-110958
-113.815,-153.389,-110960
-113.842,-152.45,-110962
-113.87,-151.501,-110964
-113.898,-150.6,-110966
-113.926,-149.865,-110968
-113.953,-149.321,-110970
-113.981,-148.828,-110972
-114.009,-148.34,-110974
-114.037,-147.931,-110976
-114.065,-148.003,-110978
-114.092,-148.402,-110980
-114.12,-149.003,-110982
-114.148,-149.681,-110984
-114.176,-150.424,-110986
-114.203,-151.156,-110988
-114.231,-151.761,-110990
-114.259,-152.18,-110992
-114.287,-152.398,-110994
-114.315,-152.481,-110996
-114.342,-152.33,-110998
-114.37,-151.966,-111000
-114.398,-151.449,-111002
-114.426,-150.793,-111004
-114.453,-150.014,-111006
-114.481,-149.033,-111008
-114.509,-147.879,-111010
-114.537,-146.603,-111012
-114.565,-145.23,-111014
-114.592,-143.794,-111016
-114.62,-142.326,-111018
-114.648,-140.793,-111020
-114.676,-139.228,-111022
-114.703,-137.65,-111024
-114.731,-136.067,-111026
-114.759,-134.477,-111028
-114.787,-132.862,-111030
-114.815,-131.238,-111032
-114.842,-129.615,-111034
-114.87,-127.954,-111036
-114.898,-126.258,-111038
-114.926,-124.562,-111040
-114.953,-122.871,-111042
-114.981,-121.138,-111044
-115.009,-119.278,-111046
-115.037,-117.216,-111048
-115.065,-114.939,-111050
-115.092,-112.384,-111052
-115.12,-109.355,-111054
-115.148,-105.794,-111056
-115.176,-101.625,-111058
-115.203,-96.594,-111060
-115.231,-91.524,-111062
-115.259,-87.166,-111064
-115.287,-85.573,-111066
-115.315,-85.622,-111068
-115.342,-85.951,-111070
-115.37,-86.487,-111072
-115.398,-87.162,-111074
-115.426,-87.885,-111076
-115.453,-88.684,-111078
-115.481,-89.578,-111080
-115.509,-90.592,-111082
-115.537,-91.847,-111084
-115.565,-93.199,-111086
-115.592,-94.618,-111088
-115.62,-96.091,-111090
-115.648,-97.689,-111092
-115.676,-99.459,-111094
-115.703,-101.462,-111096
-115.731,-103.55,-111098
-115.759,-105.721,-111100
-115.787,-108.011,-111102
-115.815,-110.361,-111104
-115.842,-112.801,-111106
-115.87,-115.39,-111108
-115.898,-118.005,-111110
-115.926,-120.628,-111112
-115.953,-123.299,-111114
-115.981,-125.941,-111116
-116.009,-128.496,-111118
-116.037,-130.804,-111120
-116.065,-132.995,-111122
-116.092,-135.099,-111124
-116.12,-137.005,-111126
-116.148,-138.725,-111128
-116.176,-140.26,-111130
-116.203,-141.55,-111132
-116.231,-142.651,-111134
-116.259,-143.736,-111136
-116.287,-144.769,-111138
-116.315,-145.701,-111140
-116.342,-146.595,-111142
-116.37,-147.49,-111144
-116.398,-148.363,-111146
-116.426,-149.029,-111148
-116.453,-149.517,-111150
-116.481,-150.055,-111152
-116.509,-150.756,-111154
-116.537,-151.618,-111156
-116.565,-152.543,-111158
-116.592,-153.457,-111160
-116.62,-154.352,-111162
-116.648,-155.249,-111164
-116.676,-156.096,-111166
-116.703,-156.831,-111168
-116.731,-157.388,-111170
-116.759,-157.806,-111172
-116.787,-158.092,-111174
-116.815,-158.255,-111176
-116.842,-158.16,-111178
-116.87,-157.76,-111180
-116.898,-156.906,-111182
-116.926,-155.68,-111184
-116.953,-154.113,-111186
-116.981,-152.226,-111188
-117.009,-150.065,-111190
-117.037,-147.694,-111192
-117.065,-145.11,-111194
-117.092,-142.264,-111196
-117.12,-139.331,-111198
-117.148,-136.387,-111200
-117.176,-133.511,-111202
-117.203,-130.648,-111204
-117.231,-127.808,-111206
-117.259,-125.105,-111208
-117.287,-122.465,-111210
-117.315,-119.896,-111212
-117.342,-117.469,-111214
-117.37,-115.149,-111216
-117.398,-112.955,-111218
-117.426,-111.03,-111220
-117.453,-109.284,-111222
-117.481,-107.686,-111224
-117.509,-106.213,-111226
-117.537,-104.876,-111228
-117.565,-103.717,-111230
-117.592,-102.817,-111232
-117.62,-102.175,-111234
-117.648,-101.711,-111236
-117.676,-101.321,-111238
-117.703,-101.039,-111240
-117.731,-101.312,-111242
-117.759,-101.693,-111244
-117.787,-102.148,-111246
-117.815,-102.782,-111248
-117.842,-103.673,-111250
-117.87,-104.824,-111252
-117.898,-106.152,-111254
-117.926,-107.616,-111256
-117.953,-109.209,-111258
-117.981,-110.947,-111260
-118.009,-112.873,-111262
-118.037,-115.064,-111264
-118.065,-117.386,-111266
-118.092,-119.812,-111268
-118.12,-122.377,-111270
-118.148,-125.015,-111272
-118.176,-127.71,-111274
-118.203,-130.556,-111276
-118.231,-133.42,-111278
-118.259,-136.297,-111280
-118.287,-139.247,-111282
-118.315,-142.191,-111284
-118.342,-145.054,-111286
-118.37,-147.633,-111288
-118.398,-150.015,-111290
-118.426,-152.185,-111292
-118.453,-154.08,-111294
-118.481,-155.654,-111296
-118.509,-156.878,-111298
-118.537,-157.72,-111300
-118.565,-158.131,-111302
-118.592,-158.232,-111304
-118.62,-158.09,-111306
-118.648,-157.806,-111308
-118.676,-157.38,-111310
-118.703,-156.826,-111312
-118.731,-156.095,-111314
-118.759,-155.267,-111316
-118.787,-154.401,-111318
-118.815,-153.526,-111320
-118.842,-152.625,-111322
-118.87,-151.71,-111324
-118.898,-150.876,-111326
-118.926,-150.213,-111328
-118.953,-149.721,-111330
-118.981,-149.239,-111332
-119.009,-148.787,-111334
-119.037,-148.423,-111336
-119.065,-148.41,-111338
-119.092,-148.728,-111340
-119.12,-149.261,-111342
-119.148,-149.857,-111344
-119.176,-150.514,-111346
-119.203,-151.167,-111348
-119.231,-151.663,-111350
-119.259,-151.964,-111352
-119.287,-152.027,-111354
-119.315,-151.911,-111356
-119.342,-151.595,-111358
-119.37,-151.075,-111360
-119.398,-150.389,-111362
-119.426,-149.587,-111364
-119.453,-148.621,-111366
-119.481,-147.437,-111368
-119.509,-146.073,-111370
-119.537,-144.606,-111372
-119.565,-143.092,-111374
-119.592,-141.523,-111376
-119.62,-139.909,-111378
-119.648,-138.23,-111380
-119.676,-136.496,-111382
-119.703,-134.763,-111384
-119.731,-133.051,-111386
-119.759,-131.341,-111388
-119.787,-129.618,-111390
-119.815,-127.889,-111392
-119.842,-126.159,-111394
-119.87,-124.394,-111396
-119.898,-122.607,-111398
-119.926,-120.823,-111400
-119.953,-119.026,-111402
-119.981,-117.186,-111404
-120.009,-115.22,-111406
-120.037,-113.057,-111408
-120.065,-110.619,-111410
-120.092,-107.889,-111412
-120.12,-104.65,-111414
-120.148,-100.875,-111416
-120.176,-96.555,-111418
-120.203,-91.317,-111420
-120.231,-86.851,-111422
-120.259,-84.196,-111424
-120.287,-83.783,-111426
-120.315,-83.954,-111428
-120.342,-84.339,-111430
-120.37,-84.846,-111432
-120.398,-85.447,-111434
-120.426,-86.16,-111436
-120.453,-86.969,-111438
-120.481,-87.858,-111440
-120.509,-88.853,-111442
-120.537,-90.098,-111444
-120.565,-91.397,-111446
-120.592,-92.74,-111448
-120.62,-94.263,-111450
-120.648,-95.917,-111452
-120.676,-97.728,-111454
-120.703,-99.737,-111456
-120.731,-101.897,-111458
-120.759,-104.17,-111460
-120.787,-106.5,-111462
-120.815,-108.903,-111464
-120.842,-111.419,-111466
-120.87,-114.09,-111468
-120.898,-116.796,-111470
