y,z,b
-148.676,-158.729,-113470
-148.703,-158.708,-113472
-148.731,-158.398,-113474
-148.759,-157.947,-113476
-148.787,-157.389,-113478
-148.815,-156.644,-113480
-148.842,-155.708,-113482
-148.87,-154.606,-113484
-148.898,-153.441,-113486
-148.926,-152.426,-113488
-148.953,-151.653,-113490
-148.981,-150.838,-113492
-149.009,-149.932,-113494
-149.037,-148.998,-113496
-149.065,-148.236,-113498
-149.092,-147.674,-113500
-149.12,-147.251,-113502
-149.148,-146.845,-113504
-149.176,-146.416,-113506
-149.203,-145.918,-113508
-149.231,-145.134,-113510
-149.259,-144.102,-113512
-149.287,-142.874,-113514
-149.315,-141.451,-113516
-149.342,-139.848,-113518
-149.37,-138.051,-113520
-149.398,-136.123,-113522
-149.426,-134.014,-113524
-149.453,-131.758,-113526
-149.481,-129.377,-113528
-149.509,-126.913,-113530
-149.537,-124.377,-113532
-149.565,-121.786,-113534
-149.592,-119.199,-113536
-149.62,-116.593,-113538
-149.648,-113.979,-113540
-149.676,-111.383,-113542
-149.703,-108.852,-113544
-149.731,-106.388,-113546
-149.759,-103.909,-113548
-149.787,-101.43,-113550
-149.815,-98.946,-113552
-149.842,-96.428,-113554
-149.87,-93.918,-113556
-149.898,-91.43,-113558
-149.926,-88.865,-113560
-149.953,-86.15,-113562
-149.981,-83.31,-113564
-150.009,-80.538,-113566
-150.037,-77.949,-113568
-150.065,-75.502,-113570
-150.092,-73.37,-113572
-150.12,-72.27,-113574
-150.148,-71.859,-113576
-150.176,-71.686,-113578
-150.203,-71.664,-113580
-150.231,-71.665,-113582
-150.259,-71.736,-113584
-150.287,-71.884,-113586
-150.315,-72.097,-113588
-150.342,-72.388,-113590
-150.37,-72.794,-113592
-150.398,-73.303,-113594
-150.426,-73.889,-113596
-150.453,-74.573,-113598
-150.481,-75.342,-113600
-150.509,-76.219,-113602
-150.537,-77.327,-113604
-150.565,-78.555,-113606
-150.592,-79.872,-113608
-150.62,-81.299,-113610
-150.648,-82.863,-113612
-150.676,-84.626,-113614
-150.703,-86.622,-113616
-150.731,-88.794,-113618
-150.759,-91.121,-113620
-150.787,-93.586,-113622
-150.815,-96.196,-113624
-150.842,-99.035,-113626
-150.87,-102.08,-113628
-150.898,-105.231,-113630
-150.926,-108.499,-113632
-150.953,-111.862,-113634
-150.981,-115.265,-113636
-151.009,-118.655,-113638
-151.037,-121.967,-113640
-151.065,-125.153,-113642
-151.092,-128.2,-113644
-151.12,-131.074,-113646
-151.148,-133.803,-113648
-151.176,-136.329,-113650
-151.203,-138.475,-113652
-151.231,-140.448,-113654
-151.259,-142.275,-113656
-151.287,-144.023,-113658
-151.315,-145.684,-113660
-151.342,-147.26,-113662
-151.37,-148.685,-113664
-151.398,-149.931,-113666
-151.426,-150.964,-113668
-151.453,-151.811,-113670
-151.481,-152.652,-113672
-151.509,-153.694,-113674
-151.537,-154.868,-113676
-151.565,-155.989,-113678
-151.592,-156.937,-113680
-151.62,-157.683,-113682
-151.648,-158.22,-113684
-151.676,-158.65,-113686
-151.703,-158.931,-113688
-151.731,-158.908,-113690
-151.759,-158.706,-113692
-151.787,-158.366,-113694
-151.815,-157.829,-113696
-151.842,-157.028,-113698
-151.87,-155.931,-113700
-151.898,-154.426,-113702
-151.926,-152.518,-113704
-151.953,-150.26,-113706
-151.981,-147.687,-113708
-152.009,-144.87,-113710
-152.037,-141.829,-113712
-152.065,-138.618,-113714
-152.092,-135.411,-113716
-152.12,-132.189,-113718
-152.148,-128.984,-113720
-152.176,-125.828,-113722
-152.203,-122.787,-113724
-152.231,-119.881,-113726
-152.259,-117.155,-113728
-152.287,-114.561,-113730
-152.315,-112.071,-113732
-152.342,-109.682,-113734
-152.37,-107.407,-113736
-152.398,-105.273,-113738
-152.426,-103.387,-113740
-152.453,-101.689,-113742
-152.481,-100.139,-113744
-152.509,-98.653,-113746
-152.537,-97.284,-113748
-152.565,-96.087,-113750
-152.592,-95.192,-113752
-152.62,-94.481,-113754
-152.648,-93.911,-113756
-152.676,-93.466,-113758
-152.703,-93.2,-113760
-152.731,-93.453,-113762
-152.759,-93.885,-113764
-152.787,-94.44,-113766
-152.815,-95.136,-113768
-152.842,-96.018,-113770
-152.87,-97.203,-113772
-152.898,-98.557,-113774
-152.926,-100.03,-113776
-152.953,-101.566,-113778
-152.981,-103.245,-113780
-153.009,-105.106,-113782
-153.037,-107.224,-113784
-153.065,-109.475,-113786
-153.092,-111.844,-113788
-153.12,-114.303,-113790
-153.148,-116.87,-113792
-153.176,-119.571,-113794
-153.203,-122.45,-113796
-153.231,-125.478,-113798
-153.259,-128.621,-113800
-153.287,-131.821,-113802
-153.315,-135.026,-113804
-153.342,-138.234,-113806
-153.37,-141.451,-113808
-153.398,-144.505,-113810
-153.426,-147.337,-113812
-153.453,-149.936,-113814
-153.481,-152.228,-113816
-153.509,-154.177,-113818
-153.537,-155.728,-113820
-153.565,-156.877,-113822
-153.592,-157.728,-113824
-153.62,-158.333,-113826
-153.648,-158.739,-113828
-153.676,-158.986,-113830
-153.703,-159.062,-113832
-153.731,-158.806,-113834
-153.759,-158.397,-113836
-153.787,-157.866,-113838
-153.815,-157.133,-113840
-153.842,-156.189,-113842
-153.87,-155.081,-113844
-153.898,-153.943,-113846
-153.926,-152.904,-113848
-153.953,-151.982,-113850
-153.981,-151.065,-113852
-154.009,-150.048,-113854
-154.037,-148.957,-113856
-154.065,-147.961,-113858
-154.092,-147.142,-113860
-154.12,-146.423,-113862
-154.148,-145.723,-113864
-154.176,-145.035,-113866
-154.203,-144.2,-113868
-154.231,-143.12,-113870
-154.259,-141.826,-113872
-154.287,-140.273,-113874
-154.315,-138.502,-113876
-154.342,-136.588,-113878
-154.37,-134.547,-113880
-154.398,-132.325,-113882
-154.426,-129.941,-113884
-154.453,-127.432,-113886
-154.481,-124.82,-113888
-154.509,-122.146,-113890
-154.537,-119.438,-113892
-154.565,-116.704,-113894
-154.592,-113.996,-113896
-154.62,-111.26,-113898
-154.648,-108.509,-113900
-154.676,-105.798,-113902
-154.703,-103.164,-113904
-154.731,-100.594,-113906
-154.759,-98.012,-113908
-154.787,-95.425,-113910
-154.815,-92.828,-113912
-154.842,-90.218,-113914
-154.87,-87.634,-113916
-154.898,-85.067,-113918
-154.926,-82.428,-113920
-154.953,-79.748,-113922
-154.981,-77.204,-113924
-155.009,-74.89,-113926
-155.037,-72.952,-113928
-155.065,-71.243,-113930
-155.092,-70.256,-113932
-155.12,-69.769,-113934
-155.148,-69.533,-113936
-155.176,-69.443,-113938
-155.203,-69.415,-113940
-155.231,-69.418,-113942
-155.259,-69.486,-113944
-155.287,-69.644,-113946
-155.315,-69.897,-113948
-155.342,-70.201,-113950
-155.37,-70.611,-113952
-155.398,-71.115,-113954
-155.426,-71.665,-113956
-155.453,-72.309,-113958
-155.481,-73.067,-113960
-155.509,-73.946,-113962
-155.537,-75.03,-113964
-155.565,-76.196,-113966
-155.592,-77.457,-113968
-155.62,-78.857,-113970
-155.648,-80.372,-113972
-155.676,-82.098,-113974
-155.703,-84.063,-113976
-155.731,-86.187,-113978
-155.759,-88.447,-113980
-155.787,-90.852,-113982
-155.815,-93.43,-113984
-155.842,-96.294,-113986
-155.87,-99.374,-113988
-155.898,-102.554,-113990
-155.926,-105.832,-113992
-155.953,-109.213,-113994
-155.981,-112.667,-113996
-156.009,-116.141,-113998
-156.037,-119.562,-114000
-156.065,-122.904,-114002
-156.092,-126.126,-114004
-156.12,-129.248,-114006
-156.148,-132.197,-114008
-156.176,-134.904,-114010
-156.203,-137.214,-114012
-156.231,-139.409,-114014
-156.259,-141.483,-114016
-156.287,-143.465,-114018
-156.315,-145.332,-114020
-156.342,-147.12,-114022
-156.37,-148.712,-114024
-156.398,-150.068,-114026
-156.426,-151.197,-114028
-156.453,-152.166,-114030
-156.481,-153.125,-114032
-156.509,-154.174,-114034
-156.537,-155.301,-114036
-156.565,-156.409,-114038
-156.592,-157.354,-114040
-156.62,-158.092,-114042
-156.648,-158.633,-114044
-156.676,-159.019,-114046
-156.703,-159.225,-114048
-156.731,-159.07,-114050
-156.759,-158.742,-114052
-156.787,-158.239,-114054
-156.815,-157.521,-114056
-156.842,-156.554,-114058
-156.87,-155.264,-114060
-156.898,-153.582,-114062
-156.926,-151.509,-114064
-156.953,-149.099,-114066
-156.981,-146.411,-114068
-157.009,-143.476,-114070
-157.037,-140.34,-114072
-157.065,-137.063,-114074
-157.092,-133.784,-114076
-157.12,-130.523,-114078
-157.148,-127.281,-114080
-157.176,-124.121,-114082
-157.203,-121.094,-114084
-157.231,-118.23,-114086
-157.259,-115.545,-114088
-157.287,-112.979,-114090
-157.315,-110.51,-114092
-157.342,-108.166,-114094
-157.37,-105.952,-114096
-157.398,-103.872,-114098
-157.426,-102.034,-114100
-157.453,-100.353,-114102
-157.481,-98.803,-114104
-157.509,-97.338,-114106
-157.537,-95.986,-114108
-157.565,-94.815,-114110
-157.592,-93.942,-114112
-157.62,-93.237,-114114
-157.648,-92.68,-114116
-157.676,-92.228,-114118
-157.703,-91.905,-114120
-157.731,-92.186,-114122
-157.744,-92.632,-114124
-157.756,-93.18,-114126
-157.769,-93.881,-114128
-157.782,-94.737,-114130
-157.794,-95.918,-114132
-157.807,-97.256,-114134
-157.819,-98.707,-114136
-157.832,-100.246,-114138
-157.845,-101.917,-114140
-157.857,-103.742,-114142
-157.87,-105.801,-114144
-157.882,-107.995,-114146
-157.895,-110.317,-114148
-157.908,-112.778,-114150
-157.92,-115.328,-114152
-157.933,-117.995,-114154
-157.946,-120.842,-114156
-157.958,-123.846,-114158
-157.971,-126.987,-114160
-157.983,-130.219,-114162
-157.996,-133.477,-114164
-158.009,-136.755,-114166
-158.021,-140.025,-114168
-158.034,-143.168,-114170
-158.046,-146.122,-114172
-158.059,-148.818,-114174
-158.072,-151.225,-114176
-158.084,-153.316,-114178
-158.097,-155.05,-114180
-158.109,-156.404,-114182
-158.122,-157.422,-114184
-158.135,-158.182,-114186
-158.147,-158.725,-114188
-158.16,-159.1,-114190
-158.172,-159.298,-114192
-158.185,-159.129,-114194
-158.198,-158.761,-114196
-158.21,-158.223,-114198
-158.223,-157.495,-114200
-158.235,-156.557,-114202
-158.248,-155.445,-114204
-158.261,-154.325,-114206
-158.273,-153.275,-114208
-158.286,-152.294,-114210
-158.298,-151.282,-114212
-158.311,-150.156,-114214
-158.324,-148.916,-114216
-158.336,-147.679,-114218
-158.349,-146.618,-114220
-158.361,-145.624,-114222
-158.374,-144.663,-114224
-158.387,-143.671,-114226
-158.399,-142.542,-114228
-158.412,-141.243,-114230
-158.424,-139.674,-114232
-158.437,-137.839,-114234
-158.45,-135.787,-114236
-158.462,-133.632,-114238
-158.475,-131.335,-114240
-158.487,-128.893,-114242
-158.5,-126.291,-114244
-158.513,-123.592,-114246
-158.525,-120.835,-114248
-158.538,-118.04,-114250
-158.551,-115.226,-114252
-158.563,-112.411,-114254
-158.576,-109.599,-114256
-158.588,-106.76,-114258
-158.601,-103.897,-114260
-158.614,-101.135,-114262
-158.626,-98.46,-114264
-158.639,-95.847,-114266
-158.651,-93.244,-114268
-158.664,-90.63,-114270
-158.677,-88,-114272
-158.689,-85.388,-114274
-158.702,-82.81,-114276
-158.714,-80.264,-114278
-158.727,-77.802,-114280
-158.74,-75.442,-114282
-158.752,-73.317,-114284
-158.765,-71.51,-114286
-158.777,-70.028,-114288
-158.79,-68.951,-114290
-158.803,-68.406,-114292
-158.815,-68.071,-114294
-158.828,-67.89,-114296
-158.84,-67.794,-114298
-158.853,-67.747,-114300
-158.866,-67.782,-114302
-158.878,-67.869,-114304
-158.891,-68.034,-114306
-158.903,-68.301,-114308
-158.916,-68.61,-114310
-158.929,-69.01,-114312
-158.941,-69.509,-114314
-158.954,-70.084,-114316
-158.966,-70.719,-114318
-158.979,-71.465,-114320
-158.992,-72.357,-114322
-159.004,-73.436,-114324
-159.017,-74.593,-114326
-159.029,-75.832,-114328
-159.042,-77.192,-114330
-159.055,-78.648,-114332
-159.067,-80.345,-114334
-159.08,-82.299,-114336
-159.092,-84.376,-114338
-159.105,-86.578,-114340
-159.118,-88.943,-114342
-159.13,-91.516,-114344
-159.143,-94.367,-114346
-159.156,-97.444,-114348
-159.168,-100.668,-114350
-159.181,-103.977,-114352
-159.193,-107.366,-114354
-159.206,-110.847,-114356
-159.219,-114.387,-114358
-159.231,-117.91,-114360
-159.244,-121.333,-114362
-159.256,-124.662,-114364
-159.269,-127.924,-114366
-159.282,-131.026,-114368
-159.294,-133.901,-114370
-159.307,-136.369,-114372
-159.319,-138.667,-114374
-159.332,-140.888,-114376
-159.345,-143.027,-114378
-159.357,-145.082,-114380
-159.37,-146.991,-114382
-159.382,-148.686,-114384
-159.395,-150.123,-114386
-159.408,-151.309,-114388
-159.42,-152.327,-114390
-159.433,-153.316,-114392
-159.445,-154.36,-114394
-159.458,-155.48,-114396
-159.471,-156.592,-114398
-159.483,-157.55,-114400
-159.496,-158.295,-114402
-159.508,-158.848,-114404
-159.521,-159.21,-114406
-159.534,-159.355,-114408
-159.546,-159.117,-114410
-159.559,-158.689,-114412
-159.571,-158.117,-114414
-159.584,-157.329,-114416
-159.597,-156.259,-114418
-159.609,-154.844,-114420
-159.622,-153.056,-114422
-159.634,-150.908,-114424
-159.647,-148.437,-114426
-159.66,-145.688,-114428
-159.672,-142.677,-114430
-159.685,-139.493,-114432
-159.697,-136.197,-114434
-159.71,-132.891,-114436
-159.723,-129.605,-114438
-159.735,-126.364,-114440
-159.748,-123.226,-114442
-159.761,-120.233,-114444
-159.773,-117.385,-114446
-159.786,-114.714,-114448
-159.798,-112.162,-114450
-159.811,-109.695,-114452
-159.824,-107.386,-114454
-159.836,-105.215,-114456
-159.849,-103.179,-114458
-159.861,-101.351,-114460
-159.874,-99.676,-114462
-159.887,-98.123,-114464
-159.899,-96.678,-114466
-159.912,-95.366,-114468
-159.924,-94.239,-114470
-159.937,-93.384,-114472
-159.95,-92.682,-114474
-159.962,-92.122,-114476
-159.975,-91.668,-114478
-159.987,-91.335,-114480
-160,-91.597,-114482
-160,-92.027,-114484
-160,-92.551,-114486
-160,-93.277,-114488
-160,-94.175,-114490
-160,-95.339,-114492
-160,-96.651,-114494
-160,-98.092,-114496
-160,-99.641,-114498
-160,-101.313,-114500
-160,-103.137,-114502
-160,-105.167,-114504
-160,-107.332,-114506
-160,-109.635,-114508
-160,-112.098,-114510
-160,-114.644,-114512
-160,-117.312,-114514
-160,-120.153,-114516
-160,-123.14,-114518
-160,-126.272,-114520
-160,-129.509,-114522
-160,-132.792,-114524
-160,-136.099,-114526
-160,-139.394,-114528
-160,-142.581,-114530
-160,-145.594,-114532
-160,-148.317,-114534
-160,-150.775,-114536
-160,-152.964,-114538
-160,-154.78,-114540
-160,-156.217,-114542
-160,-157.307,-114544
-160,-158.097,-114546
-160,-158.673,-114548
-160,-159.12,-114550
-160,-159.37,-114552
-160,-159.23,-114554
-160,-158.87,-114556
-160,-158.31,-114558
-160,-157.55,-114560
-160,-156.571,-114562
-160,-155.458,-114564
-160,-154.337,-114566
-160,-153.287,-114568
-160,-152.3,-114570
-160,-151.277,-114572
-160,-150.128,-114574
-160,-148.858,-114576
-160,-147.583,-114578
-160,-146.379,-114580
-160,-145.29,-114582
-160,-144.212,-114584
-160,-143.084,-114586
-160,-141.896,-114588
-160,-140.465,-114590
-160,-138.754,-114592
-160,-136.867,-114594
-160,-134.751,-114596
-160,-132.459,-114598
-160,-130.049,-114600
-160,-127.523,-114602
-160,-124.863,-114604
-160,-122.123,-114606
-160,-119.315,-114608
-160,-116.493,-114610
-160,-113.659,-114612
-160,-110.816,-114614
-160,-107.974,-114616
-160,-105.109,-114618
-160,-102.248,-114620
-160,-99.476,-114622
-160,-96.809,-114624
-160,-94.207,-114626
-160,-91.626,-114628
-160,-89.02,-114630
-160,-86.391,-114632
-160,-83.816,-114634
-160,-81.305,-114636
-160,-78.831,-114638
-160,-76.403,-114640
-160,-74.106,-114642
-160,-72.139,-114644
-160,-70.547,-114646
-160,-69.242,-114648
-160,-68.288,-114650
-160,-67.838,-114652
-160,-67.543,-114654
-160,-67.376,-114656
-160,-67.271,-114658
-160,-67.214,-114660
-160,-67.271,-114662
-160,-67.376,-114664
-160,-67.546,-114666
-160,-67.817,-114668
-160,-68.133,-114670
-160,-68.53,-114672
-160,-69.035,-114674
-160,-69.627,-114676
-160,-70.258,-114678
-160,-71.003,-114680
-160,-71.915,-114682
-160,-73.003,-114684
-160,-74.157,-114686
-160,-75.393,-114688
-160,-76.738,-114690
-160,-78.175,-114692
-160,-79.877,-114694
-160,-81.829,-114696
-160,-83.891,-114698
-160,-86.071,-114700
-160,-88.426,-114702
-160,-91.004,-114704
-160,-93.856,-114706
-160,-96.932,-114708
-160,-100.177,-114710
-160,-103.498,-114712
-160,-106.892,-114714
-160,-110.388,-114716
-160,-113.958,-114718
-160,-117.514,-114720
-160,-120.971,-114722
-160,-124.329,-114724
-160,-127.607,-114726
-160,-130.741,-114728
-160,-133.658,-114730
-160,-136.169,-114732
-160,-138.507,-114734
-160,-140.792,-114736
-160,-142.988,-114738
-160,-145.048,-114740
-160,-146.959,-114742
-160,-148.657,-114744
-160,-150.096,-114746
-160,-151.284,-114748
-160,-152.303,-114750
-160,-153.293,-114752
-160,-154.337,-114754
-160,-155.458,-114756
-160,-156.571,-114758
-160,-157.55,-114760
-160,-158.31,-114762
-160,-158.87,-114764
-160,-159.23,-114766
-160,-159.37,-114768
-160,-159.12,-114770
-160,-158.673,-114772
-160,-158.097,-114774
-160,-157.307,-114776
-160,-156.217,-114778
-160,-154.78,-114780
-160,-152.979,-114782
-160,-150.83,-114784
-160,-148.36,-114786
-160,-145.598,-114788
-160,-142.581,-114790
-160,-139.394,-114792
-160,-136.099,-114794
-160,-132.792,-114796
-160,-129.508,-114798
-160,-126.272,-114800
-160,-123.14,-114802
-160,-120.153,-114804
-160,-117.311,-114806
-160,-114.644,-114808
-160,-112.098,-114810
-160,-109.635,-114812
-160,-107.331,-114814
-160,-105.167,-114816
-160,-103.136,-114818
-160,-101.313,-114820
-160,-99.641,-114822
-160,-98.091,-114824
-160,-96.651,-114826
-160,-95.343,-114828
-160,-94.221,-114830
-160,-93.37,-114832
-160,-92.671,-114834
-160,-92.113,-114836
-160,-91.662,-114838
-160,-91.332,-114840
-160,-91.597,-114842
-160,-92.027,-114844
-160,-92.551,-114846
-160,-93.277,-114848
-160,-94.175,-114850
-160,-95.339,-114852
-160,-96.651,-114854
-160,-98.092,-114856
-160,-99.641,-114858
-160,-101.313,-114860
-160,-103.137,-114862
-160,-105.167,-114864
-160,-107.332,-114866
-160,-109.635,-114868
-160,-112.098,-114870
-160,-114.644,-114872
-160,-117.312,-114874
-160,-120.153,-114876
-160,-123.14,-114878
-160,-126.272,-114880
-160,-129.509,-114882
-160,-132.792,-114884
-160,-136.099,-114886
-160,-139.394,-114888
-160,-142.581,-114890
-160,-145.594,-114892
-160,-148.317,-114894
-160,-150.775,-114896
-160,-152.964,-114898
-160,-154.78,-114900
-160,-156.217,-114902
-160,-157.307,-114904
-160,-158.097,-114906
-160,-158.673,-114908
-160,-159.12,-114910
-160,-159.37,-114912
-160,-159.23,-114914
-160,-158.87,-114916
-160,-158.31,-114918
-160,-157.55,-114920
-160,-156.571,-114922
-160,-155.458,-114924
-160,-154.337,-114926
-160,-153.287,-114928
-160,-152.3,-114930
-160,-151.277,-114932
-160,-150.128,-114934
-160,-148.858,-114936
-160,-147.583,-114938
-160,-146.379,-114940
-160,-145.29,-114942
-160,-144.212,-114944
-160,-143.084,-114946
-160,-141.896,-114948
-160,-140.465,-114950
-160,-138.754,-114952
-160,-136.867,-114954
-160,-134.751,-114956
-160,-132.459,-114958
-160,-130.049,-114960
-160,-127.523,-114962
-160,-124.863,-114964
-160,-122.123,-114966
-160,-119.315,-114968
-160,-116.493,-114970
-160,-113.659,-114972
-160,-110.816,-114974
-160,-107.974,-114976
-160,-105.109,-114978
-160,-102.248,-114980
-160,-99.476,-114982
-160,-96.809,-114984
-160,-94.207,-114986
-160,-91.626,-114988
-160,-89.02,-114990
-160,-86.391,-114992
-160,-83.816,-114994
-160,-81.305,-114996
-160,-78.831,-114998
-160,-76.403,-115000
-160,-74.106,-115002
-160,-72.139,-115004
-160,-70.547,-115006
-160,-69.242,-115008
-160,-68.288,-115010
-160,-67.838,-115012
-160,-67.543,-115014
-160,-67.376,-115016
-160,-67.271,-115018
-160,-67.214,-115020
-160,-67.271,-115022
-160,-67.376,-115024
-160,-67.546,-115026
-160,-67.817,-115028
-160,-68.133,-115030
-160,-68.53,-115032
-160,-69.035,-115034
-160,-69.627,-115036
-160,-70.258,-115038
-160,-71.003,-115040
-160,-71.915,-115042
-160,-73.003,-115044
-160,-74.157,-115046
-160,-75.393,-115048
-160,-76.738,-115050
-160,-78.175,-115052
-160,-79.877,-115054
-160,-81.829,-115056
-160,-83.891,-115058
-160,-86.071,-115060
-160,-88.426,-115062
-160,-91.004,-115064
-160,-93.856,-115066
-160,-96.932,-115068
-160,-100.177,-115070
-160,-103.498,-115072
-160,-106.892,-115074
-160,-110.388,-115076
-160,-113.958,-115078
-160,-117.514,-115080
-160,-120.971,-115082
-160,-124.329,-115084
-160,-127.607,-115086
-160,-130.741,-115088
-160,-133.658,-115090
-160,-136.169,-115092
-160,-138.507,-115094
-160,-140.792,-115096
-160,-142.988,-115098
-160,-145.048,-115100
-160,-146.959,-115102
-160,-148.657,-115104
-160,-150.096,-115106
-160,-151.284,-115108
-160,-152.303,-115110
-160,-153.293,-115112
-160,-154.337,-115114
-160,-155.458,-115116
-160,-156.571,-115118
-160,-157.55,-115120
-160,-158.31,-115122
-160,-158.87,-115124
-160,-159.23,-115126
-160,-159.37,-115128
-160,-159.12,-115130
-160,-158.673,-115132
-160,-158.097,-115134
-160,-157.307,-115136
-160,-156.217,-115138
-160,-154.78,-115140
-160,-152.979,-115142
-160,-150.83,-115144
-160,-148.36,-115146
-160,-145.598,-115148
-160,-142.581,-115150
-160,-139.394,-115152
-160,-136.099,-115154
-160,-132.792,-115156
-160,-129.508,-115158
-160,-126.272,-115160
-160,-123.14,-115162
-160,-120.153,-115164
-160,-117.311,-115166
-160,-114.644,-115168
-160,-112.098,-115170
-160,-109.635,-115172
-160,-107.331,-115174
-160,-105.167,-115176
-160,-103.136,-115178
-160,-101.313,-115180
-160,-99.641,-115182
-160,-98.091,-115184
-160,-96.651,-115186
-160,-95.343,-115188
-160,-94.221,-115190
-160,-93.37,-115192
-160,-92.671,-115194
-160,-92.113,-115196
-160,-91.662,-115198
-160,-234.7,-115200
